"dataset","matrix_name","dataset_id","gene_name","gene_id","ML_model_code","ML_best_model","ML_alisim_model","ML_logl","ML_unconstrained_logl","ML_numFreeParams","ML_BIC","ML_tree_length","ML_sumInternalBL","CTEN_LogL","CTEN_Unconstrained_LogL","CTEN_NumFreeParams","CTEN_BIC","CTEN_TreeLength","CTEN_SumInternalBL","PORI_LogL","PORI_Unconstrained_LogL","PORI_NumFreeParams","PORI_BIC","PORI_TreeLength","PORI_SumInternalBL","CTEN_PORI_LogL","CTEN_PORI_Unconstrained_LogL","CTEN_PORI_NumFreeParams","CTEN_PORI_BIC","CTEN_PORI_TreeLength","CTEN_PORI_SumInternalBL"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1185","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1185","LG","LG+G4","LG+G4{0.720684}",-2245.9183,-749.2024,20,4592.4454,5.2613,0.6516,-2245.9183,-749.2024,19,4587.415,5.2594,0.6514,-2245.9183,-749.2024,19,4587.415,5.2619,0.6516,-2245.9183,-749.2024,19,4587.415,5.2621,0.6517
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1186","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1186","mtZOA","mtZOA+G4","mtZOA+G4{1.74048}",-2030.719,-513.757,18,4146.0466,9.9281,1.587,-2030.719,-513.757,17,4141.3461,9.9267,1.5869,-2030.719,-513.757,17,4141.3461,9.9267,1.5869,-2030.719,-513.757,17,4141.3461,9.9267,1.5869
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1187","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1187","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.88961}",-3850.8472,-1244.6898,16,7788.7036,8.9759,1.312,-3850.8472,-1244.6898,15,7783.2655,8.9735,1.3121,-3850.8472,-1244.6898,15,7783.2655,8.9732,1.3121,-3850.8472,-1244.6898,15,7783.2656,8.9761,1.3114
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1188","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1188","JTT","JTT","JTT",-472.8672,-138.2283,9,978.4728,4.3428,0.54,-472.8672,-138.2283,9,978.4728,4.3428,0.54,-472.8672,-138.2283,9,978.4728,4.3428,0.54,-472.8672,-138.2283,9,978.4728,4.3428,0.54
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1189","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1189","LG","LG+G4","LG+G4{1.42359}",-5934.7253,-2006.5721,20,11986.3795,5.9884,0.5854,-5937.3966,-2006.5721,19,11985.8756,6.0066,0.5502,-5937.3966,-2006.5721,19,11985.8756,6.0067,0.5502,-5937.3966,-2006.5721,19,11985.8756,6.0065,0.5503
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1190","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1190","mtZOA","mtZOA+G4","mtZOA+G4{1.62511}",-5722.6291,-1642.1102,22,11570.1468,15.0244,1.5542,-5724.4217,-1642.1102,21,11568.0553,15.2384,1.6899,-5724.4217,-1642.1102,21,11568.0553,15.2383,1.692,-5724.4217,-1642.1102,21,11568.0553,15.2383,1.6908
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1191","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1191","Q.insect","Q.insect+G4","Q.insect+G4{1.47053}",-3484.023,-825.5992,22,7080.1086,9.9945,1.0916,-3484.023,-825.5992,21,7075.0148,9.993,1.0916,-3484.023,-825.5992,21,7075.0148,9.9921,1.0916,-3484.023,-825.5992,21,7075.0148,9.9946,1.0914
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1192","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1192","LG","LG+G4","LG+G4{1.12477}",-2101.54,-519.9853,20,4297.2705,8.7896,2.263,-2101.54,-519.9853,19,4292.561,8.7959,2.2643,-2101.54,-519.9853,19,4292.561,8.796,2.2643,-2101.54,-519.9853,19,4292.561,8.7932,2.2638
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1193","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1193","LG","LG+G4","LG+G4{1.82228}",-2982.4695,-1158.0735,18,6061.7771,5.5049,0.9159,-2982.4695,-1158.0735,17,6056.3972,5.5049,0.9158,-2982.4695,-1158.0735,17,6056.3972,5.5049,0.9154,-2982.4695,-1158.0735,17,6056.3972,5.5049,0.9157
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1194","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1194","LG","LG+G4","LG+G4{2.0111}",-2879.0712,-1264.0685,14,5834.517,6.5798,0.5195,-2879.0716,-1264.0685,13,5829.0623,6.5801,0.5194,-2879.0715,-1264.0685,13,5829.0623,6.5801,0.5194,-2879.0715,-1264.0685,13,5829.0622,6.5801,0.5194
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1195","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1195","WAG","WAG+G4","WAG+G4{1.03623}",-1983.6807,-766.7997,12,4027.9597,4.5362,0.6583,-1983.6807,-766.7997,11,4022.9099,4.5363,0.6583,-1983.6807,-766.7997,11,4022.9099,4.5363,0.6583,-1983.6807,-766.7997,11,4022.9099,4.5363,0.6583
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1196","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1196","LG","LG+G4","LG+G4{1.58416}",-2528.6857,-769.6223,16,5137.9626,8.0178,1.7609,-2528.6857,-769.6223,15,5132.9257,8.0178,1.7608,-2528.6857,-769.6223,15,5132.9257,8.0178,1.7609,-2528.6857,-769.6223,15,5132.9257,8.0178,1.7609
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1197","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1197","LG","LG+G4","LG+G4{0.838686}",-4000.6828,-1433.7695,20,8112.7324,7.5823,1.276,-4000.6828,-1433.7695,19,8107.1641,7.5811,1.2758,-4000.6828,-1433.7695,19,8107.1641,7.5811,1.2759,-4000.6828,-1433.7695,19,8107.164,7.5807,1.2757
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1198","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1198","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.62419}",-4030.828,-1041.7541,22,8178.1086,11.5313,1.5241,-4030.8282,-1041.7541,21,8172.8159,11.5304,1.5269,-4030.828,-1041.7541,21,8172.8154,11.5307,1.5246,-4030.828,-1041.7541,21,8172.8154,11.5307,1.5248
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1199","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1199","Q.insect","Q.insect+I+G4","Q.insect+I{0.0724145}+G4{4.97698}",-1733.9933,-459.1307,21,3564.6952,6.4931,1.0099,-1733.9933,-459.1307,19,3555.4848,6.4929,1.01,-1733.9933,-459.1307,19,3555.4848,6.4928,1.01,-1733.9933,-459.1307,19,3555.4848,6.4929,1.0099
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1200","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1200","Q.yeast","Q.yeast+R2","Q.yeast+R2{0.846779,0.264852,0.153221,5.06283}",-1715.3293,-802.6895,13,3496.7974,11.0459,3.2086,-1715.3293,-802.6895,11,3486.6222,11.0449,3.2084,-1715.3293,-802.6895,11,3486.6222,11.0451,3.2082,-1715.3293,-802.6895,11,3486.6222,11.0453,3.2081
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1201","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1201","LG","LG+R2","LG+R2{0.504709,0.213878,0.495291,1.80107}",-1354.1491,-481.7182,19,2797.0819,4.8397,0.8124,-1354.1489,-481.7182,17,2787.7359,4.8326,0.8123,-1354.1489,-481.7182,17,2787.7359,4.8326,0.8123,-1354.1489,-481.7182,17,2787.7359,4.8326,0.8123
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1202","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1202","LG","LG+G4","LG+G4{1.56083}",-3907.8393,-1172.2119,20,7923.5512,7.3002,1.0267,-3907.8393,-1172.2119,19,7918.1575,7.3009,1.0266,-3907.8393,-1172.2119,19,7918.1575,7.3004,1.0267,-3907.8393,-1172.2119,19,7918.1575,7.3006,1.0267
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1203","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1203","LG","LG+G4","LG+G4{1.66597}",-3188.7072,-708.3005,20,6476.6712,10.6496,1.4522,-3188.7071,-708.3005,19,6471.7083,10.6544,1.4512,-3188.7071,-708.3005,19,6471.7083,10.6538,1.4515,-3188.7071,-708.3005,19,6471.7083,10.6537,1.4516
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1204","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1204","Q.insect","Q.insect+G4","Q.insect+G4{1.76714}",-3888.9151,-1557.0239,12,7845.3616,7.9585,0.691,-3888.9151,-1557.0239,11,7839.734,7.9602,0.6907,-3888.9151,-1557.0239,11,7839.734,7.9604,0.6907,-3888.9151,-1557.0239,11,7839.734,7.9596,0.6908
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1205","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1205","Q.insect","Q.insect+G4","Q.insect+G4{3.05494}",-1670.3599,-505.6702,18,3424.9982,5.391,0.7697,-1670.3599,-505.6702,17,3420.3161,5.3922,0.7697,-1670.3599,-505.6702,17,3420.3161,5.392,0.7697,-1670.3599,-505.6702,17,3420.3161,5.392,0.7697
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1206","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1206","Q.pfam","Q.pfam+G4","Q.pfam+G4{1.4973}",-905.1802,-174.7312,24,1902.2478,6.1584,1.3634,-905.1802,-174.7312,23,1898.4192,6.1584,1.3634,-905.1802,-174.7312,23,1898.4192,6.1584,1.3634,-905.1802,-174.7312,23,1898.4192,6.1585,1.3634
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1207","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1207","LG","LG+G4","LG+G4{0.935973}",-2342.1743,-714.9465,18,4774.0535,8.1867,0.9186,-2342.1743,-714.9465,17,4769.0699,8.1926,0.9188,-2342.1747,-714.9465,17,4769.0707,8.1889,0.9211,-2342.1742,-714.9465,17,4769.0697,8.19,0.9175
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1208","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1208","LG","LG+G4","LG+G4{3.54899}",-1877.8563,-785.0049,12,3816.3109,5.6165,0.9895,-1877.8563,-785.0049,11,3811.261,5.6164,0.9897,-1877.8563,-785.0049,11,3811.261,5.6164,0.9897,-1877.8563,-785.0049,11,3811.261,5.6164,0.9896
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1209","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1209","rtREV","rtREV+G4","rtREV+G4{1.25316}",-860.3351,-251.2002,18,1794.9586,5.2298,0.756,-860.3351,-251.2002,17,1790.8314,5.2298,0.756,-860.3351,-251.2002,17,1790.8314,5.2299,0.756,-860.3351,-251.2002,17,1790.8314,5.2298,0.756
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1210","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1210","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.59026}",-1713.3208,-392.6193,20,3516.1884,8.6837,1.222,-1713.3208,-392.6193,19,3511.7111,8.6816,1.2219,-1713.3208,-392.6193,19,3511.7111,8.6839,1.2221,-1713.3208,-392.6193,19,3511.7111,8.6833,1.222
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1211","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1211","Q.insect","Q.insect+G4","Q.insect+G4{1.01199}",-2233.4626,-671.2648,18,4555.4848,7.5806,1.0015,-2233.4626,-671.2648,17,4550.5648,7.5808,1.0015,-2233.4626,-671.2648,17,4550.5648,7.5808,1.0015,-2233.4626,-671.2648,17,4550.5648,7.5808,1.0015
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1212","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1212","Q.insect","Q.insect+F+G4","Q.insect+F+G4{1.85881}",-5063.1407,-2130.8272,35,10332.5856,8.4788,0.7416,-5067.1135,-2130.8272,34,10334.6367,8.6082,0.6745,-5067.1144,-2130.8272,34,10334.6385,8.6088,0.6768,-5067.1135,-2130.8272,34,10334.6367,8.6082,0.6743
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1213","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1213","LG","LG+I+G4","LG+I{0.0401553}+G4{1.81347}",-9772.3523,-3464.3649,21,19677.4029,9.4669,0.9678,-9772.353,-3464.3649,19,19664.7663,9.4695,0.9657,-9772.3528,-3464.3649,19,19664.766,9.469,0.9662,-9772.3529,-3464.3649,19,19664.7663,9.4686,0.9657
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1214","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1214","Q.insect","Q.insect+G4","Q.insect+G4{1.04723}",-902.4448,-237.8021,16,1870.1302,5.8557,1.2179,-902.4448,-237.8021,15,1866.0527,5.8557,1.2178,-902.4448,-237.8021,15,1866.0527,5.8557,1.2179,-902.4448,-237.8021,15,1866.0527,5.8557,1.2179
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1215","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1215","mtZOA","mtZOA+G4","mtZOA+G4{0.713182}",-2639.1806,-1169.049,16,5364.8759,7.0049,1.2587,-2639.1805,-1169.049,15,5359.4687,7.0037,1.259,-2639.1805,-1169.049,15,5359.4687,7.0035,1.2588,-2639.1805,-1169.049,15,5359.4687,7.0034,1.2588
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1216","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1216","Q.yeast","Q.yeast+G4","Q.yeast+G4{0.851503}",-2933.6974,-978.8413,22,5982.9449,5.372,0.6715,-2934.1603,-978.8413,21,5978.6183,5.4251,0.691,-2934.1603,-978.8413,21,5978.6183,5.4283,0.6909,-2934.1603,-978.8413,21,5978.6183,5.4255,0.691
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1217","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1217","WAG","WAG+G4","WAG+G4{1.02005}",-3036.2707,-1117.8888,18,6169.3795,3.7647,0.6611,-3036.2707,-1117.8888,17,6163.9996,3.7647,0.6612,-3036.2707,-1117.8888,17,6163.9996,3.7647,0.6611,-3036.2707,-1117.8888,17,6163.9996,3.7647,0.6612
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1218","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1218","Q.insect","Q.insect+G4","Q.insect+G4{0.981298}",-3839.88,-1311.958,18,7778.5608,5.7391,0.7853,-3839.88,-1311.958,17,7773.0719,5.7392,0.7853,-3839.88,-1311.958,17,7773.0719,5.7388,0.7853,-3839.88,-1311.958,17,7773.0719,5.7388,0.7853
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1219","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1219","mtZOA","mtZOA+G4","mtZOA+G4{1.15626}",-1832.1247,-625.5295,16,3742.0063,7.9221,1.2301,-1832.1246,-625.5295,15,3737.1464,7.9254,1.2315,-1832.1246,-625.5295,15,3737.1465,7.9238,1.2306,-1832.1246,-625.5295,15,3737.1464,7.9259,1.2318
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1220","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1220","LG","LG+G4","LG+G4{1.79861}",-1674.1444,-548.6439,14,3414.839,4.8176,0.7928,-1674.1444,-548.6439,13,3410.0854,4.8182,0.7929,-1674.1444,-548.6439,13,3410.0855,4.8167,0.7926,-1674.1444,-548.6439,13,3410.0855,4.8169,0.7926
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1221","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1221","Q.yeast","Q.yeast+G4","Q.yeast+G4{0.43491}",-3641.5538,-573.6139,64,7590.565,19.9987,2.8727,-3656.7039,-573.6139,63,7616.061,19.306,2.7378,-3655.0841,-573.6139,63,7612.8215,20.2565,3.0292,-3653.1665,-573.6139,63,7608.9864,19.1975,3.0236
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1222","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1222","LG","LG+G4","LG+G4{1.61474}",-2746.3578,-830.8329,16,5574.3134,7.0814,0.6701,-2746.3578,-830.8329,15,5569.2136,7.0818,0.6701,-2746.3578,-830.8329,15,5569.2135,7.0818,0.6701,-2746.3578,-830.8329,15,5569.2135,7.0818,0.6701
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1223","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1223","LG","LG+G4","LG+G4{1.91751}",-3602.6111,-1034.5105,18,7300.2283,8.6218,1.5269,-3602.6111,-1034.5105,17,7294.9502,8.6218,1.5269,-3602.6111,-1034.5105,17,7294.9502,8.6219,1.5269,-3602.6111,-1034.5105,17,7294.9502,8.6218,1.5269
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1224","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1224","Q.insect","Q.insect+G4","Q.insect+G4{1.71371}",-2092.357,-607.9852,16,4262.0944,7.0151,1.1616,-2092.357,-607.9852,15,4257.2581,7.0158,1.1615,-2092.357,-607.9852,15,4257.2581,7.0158,1.1616,-2092.357,-607.9852,15,4257.2581,7.0157,1.1616
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1225","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1225","Q.insect","Q.insect+G4","Q.insect+G4{0.91858}",-3215.836,-861.4077,20,6534.2701,10.037,1.2172,-3215.8361,-861.4077,19,6529.1402,10.0306,1.2168,-3215.8361,-861.4077,19,6529.1403,10.0217,1.2166,-3215.836,-861.4077,19,6529.1401,10.0228,1.2169
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1226","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1226","cpREV","cpREV+F+G4","cpREV+F+G4{2.5147}",-1319.3367,-486.9928,35,2802.2224,4.2535,0.5718,-1319.3367,-486.9928,34,2797.5496,4.2532,0.5718,-1319.3367,-486.9928,34,2797.5496,4.2533,0.5718,-1319.3367,-486.9928,34,2797.5496,4.2533,0.5718
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1227","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1227","Q.plant","Q.plant+G4","Q.plant+G4{2.29513}",-2262.7186,-844.4311,16,4607.229,5.3298,0.6087,-2262.7186,-844.4311,15,4602.1171,5.3298,0.6087,-2262.7186,-844.4311,15,4602.1171,5.3298,0.6087,-2262.7186,-844.4311,15,4602.1171,5.3298,0.6087
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1228","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1228","Q.insect","Q.insect+G4","Q.insect+G4{2.07172}",-2283.4914,-615.2118,18,4654.1782,8.9595,0.8062,-2283.4914,-615.2118,17,4649.334,8.9586,0.8062,-2283.4914,-615.2118,17,4649.334,8.9586,0.8062,-2283.4914,-615.2118,17,4649.334,8.9586,0.8062
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1229","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1229","LG","LG+G4","LG+G4{1.69181}",-1536.8324,-482.1877,14,3138.9529,5.8138,0.5543,-1536.8324,-482.1877,13,3134.2895,5.8138,0.5543,-1536.8324,-482.1877,13,3134.2895,5.8139,0.5543,-1536.8324,-482.1877,13,3134.2895,5.8138,0.5543
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1230","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1230","Q.yeast","Q.yeast+R2","Q.yeast+R2{0.245413,0.163685,0.754587,1.27199}",-2550.4838,-1243.7117,9,5149.9882,4.901,0.164,-2550.4837,-1243.7117,7,5139.0945,4.8991,0.1656,-2550.4837,-1243.7117,7,5139.0945,4.8991,0.1656,-2550.4837,-1243.7117,7,5139.0945,4.8991,0.1656
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1231","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1231","Q.pfam","Q.pfam+R2","Q.pfam+R2{0.213153,0.0522427,0.786847,1.25674}",-1308.5959,-333.7549,19,2699.9693,5.315,1.3105,-1308.5959,-333.7549,17,2691.2559,5.315,1.3105,-1308.5959,-333.7549,17,2691.2559,5.315,1.3105,-1308.5959,-333.7549,17,2691.2559,5.315,1.3105
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1232","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1232","Q.insect","Q.insect+G4","Q.insect+G4{1.59155}",-2415.1069,-715.558,16,4909.8415,8.4128,0.9984,-2415.1068,-715.558,15,4904.8646,8.4175,0.9982,-2415.1068,-715.558,15,4904.8646,8.4175,0.9982,-2415.1068,-715.558,15,4904.8646,8.4175,0.9982
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1233","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1233","Q.insect","Q.insect+G4","Q.insect+G4{0.978022}",-2368.6622,-750.7374,18,4827.9895,5.3015,0.8317,-2368.6622,-750.7374,17,4822.9526,5.3007,0.8316,-2368.6622,-750.7374,17,4822.9526,5.3009,0.8316,-2368.6622,-750.7374,17,4822.9526,5.2998,0.8316
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1234","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1234","WAG","WAG+I","WAG+I{0.142897}",-546.9444,-195.841,10,1133.2071,2.7718,0.544,-546.9444,-195.841,9,1129.2753,2.7718,0.544,-546.9444,-195.841,9,1129.2753,2.7718,0.544,-546.9444,-195.841,9,1129.2753,2.7718,0.544
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1235","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1235","Q.pfam","Q.pfam+G4","Q.pfam+G4{1.21681}",-3298.3557,-813.9633,20,6698.4634,9.8183,1.5942,-3298.3557,-813.9633,19,6693.3758,9.8187,1.5943,-3298.3557,-813.9633,19,6693.3758,9.8179,1.5942,-3298.8507,-813.9633,19,6694.3657,9.7853,1.6714
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1236","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1236","Q.insect","Q.insect+G4","Q.insect+G4{1.35124}",-2232.5842,-950.7072,12,4527.7476,4.7463,0.7663,-2232.5842,-950.7072,11,4522.5326,4.7463,0.7663,-2232.5842,-950.7072,11,4522.5326,4.7463,0.7663,-2232.5842,-950.7072,11,4522.5326,4.7463,0.7663
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1237","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1237","WAG","WAG+G4","WAG+G4{1.4944}",-1737.2672,-435.4048,20,3565.8214,6.8644,0.9682,-1737.2672,-435.4048,19,3561.257,6.8672,0.9684,-1737.2672,-435.4048,19,3561.257,6.8671,0.9684,-1737.2672,-435.4048,19,3561.257,6.8661,0.9683
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1238","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1238","Q.yeast","Q.yeast+G4","Q.yeast+G4{1.02079}",-2190.4559,-762.6908,18,4471.5769,6.0625,0.7767,-2190.4559,-762.6908,17,4466.54,6.0625,0.7767,-2190.4559,-762.6908,17,4466.54,6.0624,0.7767,-2190.4559,-762.6908,17,4466.54,6.0623,0.7767
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1239","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1239","Q.plant","Q.plant+G4","Q.plant+G4{0.677336}",-1756.149,-665.7078,14,3581.3807,10.1721,1.4242,-1756.149,-665.7078,13,3576.4461,10.1857,1.4252,-1756.149,-665.7078,13,3576.4461,10.1859,1.4252,-1756.149,-665.7078,13,3576.4461,10.1859,1.4252
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1240","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1240","Q.pfam","Q.pfam+G4","Q.pfam+G4{3.548}",-891.6323,-179.5706,18,1852.5672,6.4906,1.5746,-891.6322,-179.5706,17,1848.717,6.4909,1.5747,-891.6322,-179.5706,17,1848.717,6.4909,1.5747,-891.6322,-179.5706,17,1848.717,6.491,1.5747
