"dataset","original_name","clade","alignment"
"Laumer2019","CTEN_Vmul","Ctenophora","nonbilateria_MARE_BMGE"
"Laumer2019","OUTC_Mbre","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTC_Sros","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Amac","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Foxy","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Mver","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Rall","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Rsol","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTF_Spun","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Apar","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Cowc","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Falb","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Mvar","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Sart","Outgroup","nonbilateria_MARE_BMGE"
"Laumer2019","OUTI_Ttra","Outgroup","nonbilateria_MARE_BMGE"
"Moroz2014","BFLO","Bilateria","ED3d"
"Moroz2014","CINT","Bilateria","ED3d"
"Moroz2014","HSAP","Bilateria","ED3d"
"Moroz2014","SKOW","Bilateria","ED3d"
"Moroz2014","SPUR","Bilateria","ED3d"
"Moroz2014","ACAL","Bilateria","ED3d"
"Moroz2014","LGIG","Bilateria","ED3d"
"Moroz2014","CTEL","Bilateria","ED3d"
"Moroz2014","DPUL","Bilateria","ED3d"
"Moroz2014","DMEL","Bilateria","ED3d"
"Moroz2014","ISCA","Bilateria","ED3d"
"Moroz2014","CGIG","Bilateria","ED3d"
"Moroz2014","AIPT","Cnidaria","ED3d"
"Moroz2014","AVIR","Cnidaria","ED3d"
"Moroz2014","CHEM","Cnidaria","ED3d"
"Moroz2014","HVUL","Cnidaria","ED3d"
"Moroz2014","NVEC","Cnidaria","ED3d"
"Moroz2014","PCAR","Cnidaria","ED3d"
"Moroz2014","PAST","Cnidaria","ED3d"
"Moroz2014","HECH","Cnidaria","ED3d"
"Moroz2014","ADIG","Cnidaria","ED3d"
"Moroz2014","GVEN","Cnidaria","ED3d"
"Moroz2014","TADH","Placozoa","ED3d"
"Moroz2014","AQUE","Porifera","ED3d"
"Moroz2014","AVAS","Porifera","ED3d"
"Moroz2014","CFOL","Porifera","ED3d"
"Moroz2014","EMUE","Porifera","ED3d"
"Moroz2014","HCAL","Porifera","ED3d"
"Moroz2014","OMIN","Porifera","ED3d"
"Moroz2014","OCAR","Porifera","ED3d"
"Moroz2014","LCHA","Porifera","ED3d"
"Moroz2014","SCOA","Porifera","ED3d"
"Moroz2014","PBAC","Ctenophora","ED3d"
"Moroz2014","PPIL","Ctenophora","ED3d"
"Moroz2014","MERT","Ctenophora","ED3d"
"Moroz2014","BINF","Ctenophora","ED3d"
"Moroz2014","COEL","Ctenophora","ED3d"
"Moroz2014","EDUN","Ctenophora","ED3d"
"Moroz2014","VALL","Ctenophora","ED3d"
"Moroz2014","DGLA","Ctenophora","ED3d"
"Moroz2014","MLEI","Ctenophora","ED3d"
"Moroz2014","BCUC","Ctenophora","ED3d"
"Moroz2014","PATL","Ctenophora","ED3d"
"Moroz2014","MOVA","Outgroup","ED3d"
"Moroz2014","MBRE","Outgroup","ED3d"
"Moroz2014","SROS","Outgroup","ED3d"
"Nosenko2013","Petromy_ma","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Danio_reri","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Molgula_te","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Ciona_inte","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Branchi_fl","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Saccogl_ko","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Tubifex_tu","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Helobde_ro","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Capitel_sp","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Crassos_gi","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Aplysia_ca","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Nasonia_vi","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Daphnia_pu","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Ixodes_sca","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Anoplod_er","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Euprymn_sc","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Pedicel_ce","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Pedicul_hu","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Scutige_co","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Strongy_pu","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Xenotur_bo","Bilateria","nonribosomal_9187_smatrix"
"Nosenko2013","Podocor_ca","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Hydract_ec","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Hydra_vulg","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Hydra_magn","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Clytia_hem","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Nematos_ve","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Metridi_se","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Acropor_mi","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Acropor_hy","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Acropor_pa","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Porites","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Porites___","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Cyanea_cap","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Montast_fa","Cnidaria","nonribosomal_9187_smatrix"
"Nosenko2013","Trichop_ad","Placozoa","nonribosomal_9187_smatrix"
"Nosenko2013","Trichop_H4","Placozoa","nonribosomal_9187_smatrix"
"Nosenko2013","Sycon_cili","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Sycon_raph","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Leucett_ch","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Leucoso_sp","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Oscarel_sp","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Oscarel_lo","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Oscarel_ca","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Corticium","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Corticium_","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Oopsacas_m","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Heteroc_ca","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Aphroca_va","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Suberit_do","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Asbesto_sp","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Tethya_wil","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Astrosc_wi","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Lubomir_ba","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Ephydat_mu","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Pachydi_gl","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Amphime_qu","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Cratero_me","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Carteri_fo","Porifera","nonribosomal_9187_smatrix"
"Nosenko2013","Mnemiop_le","Ctenophora","nonribosomal_9187_smatrix"
"Nosenko2013","Beroe_sp","Ctenophora","nonribosomal_9187_smatrix"
"Nosenko2013","Beroe_sp__","Ctenophora","nonribosomal_9187_smatrix"
"Nosenko2013","Mertens_sp","Ctenophora","nonribosomal_9187_smatrix"
"Nosenko2013","Pleurob_pi","Ctenophora","nonribosomal_9187_smatrix"
"Nosenko2013","Monosig_ov","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Protero_sp","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Monosig_br","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Allomyc_ma","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Batrach_de","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Phycomy_bl","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Spizell_pu","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Capsasp_ow","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Amoebid_pa","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Sphaero_ar","Outgroup","nonribosomal_9187_smatrix"
"Nosenko2013","Petromy_ma","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Danio_reri","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Molgula_te","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Ciona_inte","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Branchi_fl","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Saccogl_ko","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Tubifex_tu","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Helobde_ro","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Capitel_sp","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Crassos_gi","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Aplysia_ca","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Nasonia_vi","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Daphnia_pu","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Ixodes_sca","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Anoplod_er","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Euprymn_sc","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Pedicel_ce","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Pedicul_hu","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Scutige_co","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Strongy_pu","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Xenotur_bo","Bilateria","ribosomal_14615_smatrix"
"Nosenko2013","Podocor_ca","Cnidaria","ribosomal_14615_smatrix"
"Nosenko2013","Hydract_ec","Cnidaria","ribosomal_14615_smatrix"
"Nosenko2013","Hydra_vulg","Cnidaria","ribosomal_14615_smatrix"
"Nosenko2013","Hydra_magn","Cnidaria","ribosomal_14615_smatrix"
"Nosenko2013","Clytia_hem","Cnidaria","ribosomal_14615_smatrix"
