"dataset","matrix_name","dataset_id","gene_name","gene_id","gene_start","gene_end","gene_file","alignment_file","partition_file","gene_directory"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1247","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1247",230734,230922,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1247.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1248","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1248",230923,231153,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1248.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1249","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1249",231154,231383,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1249.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1250","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1250",231384,231676,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1250.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1251","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1251",231677,231857,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1251.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1252","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1252",231858,231967,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1252.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1253","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1253",231968,232053,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1253.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1254","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1254",232054,232237,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1254.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1255","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1255",232238,232465,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1255.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1256","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1256",232466,232832,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1256.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1257","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1257",232833,232942,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1257.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1258","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1258",232943,233173,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1258.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1259","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1259",233174,233296,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1259.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1260","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1260",233297,233369,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1260.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1261","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1261",233370,233460,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1261.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1262","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1262",233461,233603,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1262.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1263","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1263",233604,233708,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1263.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1264","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1264",233709,233801,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1264.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1265","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1265",233802,233978,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1265.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1266","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1266",233979,234342,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1266.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1267","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1267",234343,234526,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1267.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1268","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1268",234527,234638,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1268.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1269","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1269",234639,234847,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1269.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1270","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1270",234848,235010,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1270.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1271","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1271",235011,235109,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1271.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1272","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1272",235110,235268,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1272.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1273","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1273",235269,235331,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1273.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1274","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1274",235332,235446,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1274.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1275","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1275",235447,235620,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1275.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1276","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1276",235621,235743,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1276.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1277","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1277",235744,235866,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1277.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1278","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1278",235867,235935,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1278.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1279","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1279",235936,236089,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1279.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1280","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1280",236090,236440,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1280.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1281","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1281",236441,236546,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1281.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1282","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1282",236547,236727,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1282.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1283","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1283",236728,236903,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1283.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1284","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1284",236904,237064,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1284.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1285","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1285",237065,237203,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1285.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1286","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1286",237204,237323,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1286.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1287","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1287",237324,237440,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1287.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1288","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1288",237441,237826,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1288.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1289","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1289",237827,237910,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1289.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1290","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1290",237911,238075,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1290.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1291","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1291",238076,238196,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1291.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1292","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1292",238197,238430,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1292.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1293","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1293",238431,238548,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1293.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1294","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1294",238549,238692,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1294.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1295","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1295",238693,238780,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1295.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1296","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1296",238781,238931,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1296.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1297","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1297",238932,239022,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1297.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
"Hejnol2009","Hejnol_etal_2009_FixedNames","Hejnol2009.Hejnol_etal_2009_FixedNames","gene_1298","Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1298",239023,239286,"Hejnol2009.Hejnol_etal_2009_FixedNames.gene_1298.fa","Hejnol2009.Hejnol_etal_2009_FixedNames.aa.alignment.fasta","Hejnol2009_partitions_formatted.nex","/Users/caitlincherryh/Documents/C4_Ancient_ILS/02_02_empirical_genes_initial_tree_estimation/Hejnol2009.Hejnol_etal_2009_FixedNames/"
